47, 5, 10, 67, 64.632983
47, 5, 15, 61, 41.449998
47, 5, 20, 48, 138.043861
47, 5, 25, 42, 
47, 5, 30, 45, 210.786666
47, 6, 5, 88, 29.884027
47, 6, 10, 63, 42.193420
47, 6, 15, 60, 110.873634
47, 6, 20, 56, 143.775309
47, 6, 25, 42, 177.716455
47, 6, 30, 40, 221.603582
47, 7, 5, 88, 31.566155
47, 7, 10, 60, 67.680586
47, 7, 15, 53, 116.700756
47, 7, 20, 52, 158.847961
47, 7, 25, 42, 87.142669
47, 7, 30, 45, 247.585191
47, 8, 5, 88, 39.218828
47, 8, 10, 68, 93.485375
47, 8, 15, 70, 111.939221
47, 8, 20, 47, 95.310126
47, 8, 25, 34, 195.897767
47, 8, 30, 39, 233.631288
47, 9, 5, 89, 44.018859
47, 9, 10, 60, 95.837548
47, 9, 15, 66, 112.426061
47, 9, 20, 41, 165.130312
47, 9, 25, 37, 193.599802
47, 9, 30, 44, 198.844911
47, 10, 5, 86, 41.647308
47, 10, 10, 63, 87.975574
47, 10, 15, 69, 140.624633
47, 10, 20, 46, 84.011243
47, 10, 25, 37, 160.816697
47, 10, 30, 29, 203.724469
63, 0.5, 5, 100, 40.161625
63, 0.5, 10, 76, 18.480179
63, 0.5, 15, 76, 28.590191
63, 0.5, 20, 76, 38.700526
63, 0.5, 25, 76, 48.780673
63, 0.5, 30, 76, 
63, 1, 5, 99, 39.102646
63, 1, 10, 51, 16.718839
63, 1, 15, 51, 26.822403
63, 1, 20, 51, 36.933036
63, 1, 25, 51, 47.037407
63, 1, 30, 51, 57.140384
63, 2, 5, 97, 36.272590
63, 2, 10, 2, 13.020607
63, 2, 15, 2, 23.127520
63, 2, 20, 2, 33.234081
63, 2, 25, 2, 43.334335
63, 3, 10, 76, 66.030622
63, 3, 15, 62, 57.322618
63, 3, 20, 59, 95.135813
63, 3, 25, 57, 104.292762
63, 3, 30, 60, 87.431480
63, 4, 5, 93, 30.287992
63, 4, 10, 70, 47.083259
63, 4, 15, 65, 35.602974
63, 4, 20, 59, 108.209320
63, 4, 25, 60, 98.205918
63, 4, 30, 55, 118.246706
63, 5, 5, 90, 27.373783
63, 5, 10, 67, 64.812821
63, 5, 15, 59, 111.548510
63, 5, 20, 54, 132.467090
63, 5, 25, 46, 
63, 5, 30, 42, 210.873173
63, 6, 5, 88, 30.877631
63, 6, 10, 61, 93.848587
63, 6, 15, 62, 118.262581
63, 6, 20, 55, 135.043831
63, 6, 25, 41, 
63, 6, 30, 41, 119.971372
63, 7, 5, 88, 34.065872
63, 7, 10, 63, 88.363117
63, 7, 15, 57, 54.151340
63, 7, 20, 48, 170.102519
63, 7, 25, 44, 153.550013
63, 7, 30, 48, 231.988273
63, 8, 5, 89, 35.919026
63, 8, 10, 64, 93.306295
63, 8, 15, 54, 57.720775
63, 8, 20, 42, 175.357380
63, 8, 25, 43, 181.776758
63, 8, 30, 34, 218.611232
63, 9, 5, 87, 36.397311
63, 9, 10, 61, 87.189664
63, 9, 15, 67, 192.506546
63, 9, 20, 48, 166.636192
63, 9, 25, 38, 194.787743
63, 9, 30, 39, 214.166821
63, 10, 5, 86, 38.338766
63, 10, 10, 59, 95.845739
63, 10, 15, 62, 153.130621
63, 10, 20, 31, 168.668316
63, 10, 25, 46, 166.813139
63, 10, 30, 28, 208.638906
79, 0.5, 5, 96, 69.086222
79, 0.5, 10, 76, 18.470662
79, 0.5, 15, 76, 28.574845
79, 0.5, 20, 76, 
79, 0.5, 25, 76, 48.779700
79, 0.5, 30, 76, 58.879957
79, 1, 5, 99, 38.967308
79, 1, 10, 51, 16.717136
79, 1, 15, 51, 26.820865
79, 1, 20, 51, 36.923476
79, 1, 25, 51, 47.024041
79, 1, 30, 51, 57.123085
79, 2, 5, 97, 36.293791
79, 2, 10, 2, 
79, 2, 15, 2, 23.049042
79, 2, 20, 2, 33.155689
79, 2, 25, 2, 43.256015
79, 2, 30, 2, 53.362756
79, 3, 5, 96, 33.382084
79, 3, 10, 77, 66.167490
79, 3, 15, 64, 79.99calling stop function
79, 3, 20, 58, 73.762600
79, 3, 25, 55, 104.657890
79, 3, 30, 57, 100.692773
79, 4, 5, 94, 30.330483
79, 4, 10, 74, 51.370290
79, 4, 15, 65, 81.797016
79, 4, 20, 63, 127.808820
79, 4, 25, 59, 98.248413
79, 4, 30, 52, 144.459362
79, 5, 5, 94, 27.455078
79, 5, 10, 69, 64.709133
79, 5, 15, 58, 106.948848
79, 5, 20, 52, 132.544166
79, 5, 25, 57, 170.911605
79, 5, 30, 49, 212.319624
79, 6, 5, 91, 31.029054
